ROUTEVIEWS COLLECTOR,        AS NUMBER,               PEERING ADDRESS,PREFIXES
route-views.sg,58682,                 27.111.228.13,731
route-views.sg,4844,                 27.111.228.26,8
route-views.sg,64096,                 27.111.228.28,14
route-views.sg,3491,                 27.111.228.43,938585
route-views.sg,38182,                 27.111.228.61,248
route-views.sg,7713,                 27.111.228.77,952239
route-views.sg,16509,                 27.111.228.87,1815
route-views.sg,6762,                27.111.228.111,224062
route-views.sg,9583,                27.111.228.121,2783
route-views.sg,24115,                27.111.228.122,166141
route-views.sg,24115,                27.111.228.123,166718
route-views.sg,132337,                27.111.228.134,959649
route-views.sg,7713,                27.111.228.155,952239
route-views.sg,24482,                27.111.228.159,950104
route-views.sg,45494,                27.111.228.161,6
route-views.sg,62955,                27.111.228.162,24
route-views.sg,38880,                27.111.228.169,970576
route-views.sg,136168,                27.111.228.170,191
route-views.sg,59318,                27.111.228.197,35065
route-views.sg,14061,                27.111.228.201,74
route-views.sg,63927,                27.111.228.206,172849
route-views.sg,9902,                27.111.228.211,289895
route-views.sg,16509,                27.111.228.215,1815
route-views.sg,3257,                27.111.228.217,943960
route-views.sg,199524,                27.111.228.222,945308
route-views.sg,4775,                27.111.228.226,926
route-views.sg,134363,                27.111.228.231,3
route-views.sg,58601,                27.111.228.248,48
route-views.sg,63516,                 27.111.229.15,171
route-views.sg,8529,                 27.111.229.38,4538
route-views.sg,38195,                 27.111.229.43,2539
route-views.sg,17639,                 27.111.229.71,535
route-views.sg,9002,                27.111.229.103,950246
route-views.sg,58952,                27.111.229.109,176183
route-views.sg,24516,                27.111.229.111,811825
route-views.sg,8220,                27.111.229.123,941822
route-views.sg,137367,                27.111.229.148,952
route-views.sg,14061,                27.111.229.164,74
route-views.sg,58511,                27.111.229.175,947633
route-views.sg,49544,                27.111.229.225,947047
route-views.sg,45102,                27.111.229.234,119
route-views.sg,137491,                27.111.229.238,212
route-views.sg,17639,                27.111.229.239,549
route-views.sg,16552,                27.111.229.252,947028
route-views.sg,151326,                 27.111.230.32,19
route-views.sg,37468,                27.111.230.150,7125
route-views.sg,136557,                27.111.230.158,176366
route-views.sg,136106,                27.111.230.169,1874
route-views.sg,983,                27.111.230.208,12
route-views.sg,983,             2001:de8:4::983:1,7
route-views.sg,3257,            2001:de8:4::3257:1,191512
route-views.sg,3491,            2001:de8:4::3491:1,191520
route-views.sg,4775,            2001:de8:4::4775:1,218
route-views.sg,4844,            2001:de8:4::4844:1,1
route-views.sg,7713,            2001:de8:4::7713:1,196129
route-views.sg,7713,            2001:de8:4::7713:2,196127
route-views.sg,8220,            2001:de8:4::8220:1,195353
route-views.sg,8529,            2001:de8:4::8529:1,465
route-views.sg,9002,            2001:de8:4::9002:1,197921
route-views.sg,9583,            2001:de8:4::9583:1,1479
route-views.sg,9902,            2001:de8:4::9902:1,45945
route-views.sg,14061,          2001:de8:4::1:4061:1,2
route-views.sg,14061,          2001:de8:4::1:4061:2,2
route-views.sg,16552,          2001:de8:4::1:6552:1,200491
route-views.sg,18106,          2001:de8:4::1:8106:1,205164
route-views.sg,24482,          2001:de8:4::2:4482:1,199888
route-views.sg,24516,          2001:de8:4::2:4516:2,176489
route-views.sg,37468,          2001:de8:4::3:7468:1,2294
route-views.sg,38182,          2001:de8:4::3:8182:1,21
route-views.sg,38195,          2001:de8:4::3:8195:1,261
route-views.sg,38880,          2001:de8:4::3:8880:1,203382
route-views.sg,16509,          2001:de8:4::3:8895:1,774
route-views.sg,16509,          2001:de8:4::3:8895:2,774
route-views.sg,45494,          2001:de8:4::4:5494:1,1
route-views.sg,49544,          2001:de8:4::4:9544:1,196752
route-views.sg,58511,          2001:de8:4::5:8511:1,205151
route-views.sg,58682,          2001:de8:4::5:8682:1,1091
route-views.sg,58952,          2001:de8:4::5:8952:1,9455
route-views.sg,62955,          2001:de8:4::6:2955:1,1
route-views.sg,63516,          2001:de8:4::6:3516:2,13
route-views.sg,63927,          2001:de8:4::6:3927:1,5094
route-views.sg,64096,          2001:de8:4::6:4096:1,2
route-views.sg,132337,         2001:de8:4::13:2337:1,208054
route-views.sg,136106,         2001:de8:4::13:6106:2,297
route-views.sg,136168,         2001:de8:4::13:6168:1,72
route-views.sg,137367,         2001:de8:4::13:7367:1,17
route-views.sg,137491,         2001:de8:4::13:7491:1,52
route-views.sg,151326,         2001:de8:4::15:1326:1,5
route-views.sg,199524,         2001:de8:4::19:9524:1,205723
route-views.soxrs,13004,                    185.1.27.1,204825
route-views.soxrs,13004,                    185.1.27.5,204825
route-views.soxrs,199524,                   185.1.27.32,938348
route-views.soxrs,9009,                   185.1.27.77,33
route-views.soxrs,13004,                2001:7f8:1e::1,69700
route-views.soxrs,13004,                2001:7f8:1e::5,69700
route-views.soxrs,199524,               2001:7f8:1e::32,191673
route-views.soxrs,9009,               2001:7f8:1e::77,10
route-views.sydney,63956,                  45.127.172.2,168291
route-views.sydney,9266,                 45.127.172.38,194927
route-views.sydney,7575,                 45.127.172.46,948328
route-views.sydney,148968,                 45.127.172.67,967569
route-views.sydney,4826,                 45.127.172.74,962665
route-views.sydney,199524,                 45.127.172.78,950631
route-views.sydney,3491,                 45.127.172.80,939498
route-views.sydney,38195,                 45.127.172.89,2545
route-views.sydney,24115,                45.127.172.122,122611
route-views.sydney,24115,                45.127.172.123,122600
route-views.sydney,16509,                45.127.172.131,688
route-views.sydney,58511,                45.127.172.149,947633
route-views.sydney,17766,                45.127.172.150,79
route-views.sydney,132847,                45.127.172.152,942749
route-views.sydney,45102,                45.127.172.170,37
route-views.sydney,24516,                45.127.172.196,947039
route-views.sydney,714,                45.127.172.208,1163
route-views.sydney,38880,                45.127.172.212,0
route-views.sydney,62955,                45.127.172.221,23
route-views.sydney,62955,                45.127.172.222,23
route-views.sydney,16509,                45.127.172.231,688
route-views.sydney,8888,                 45.127.173.20,955511
route-views.sydney,135895,                 45.127.173.40,967678
route-views.sydney,7594,                 45.127.173.66,946198
route-views.sydney,16552,                 45.127.173.71,947315
route-views.sydney,398465,                 45.127.173.76,962669
route-views.sydney,3257,                 45.127.173.77,943961
route-views.sydney,4805,                 45.127.173.80,15
route-views.sydney,714,             2001:de8:6::714:2,346
route-views.sydney,3257,            2001:de8:6::3257:1,191513
route-views.sydney,3491,            2001:de8:6::3491:1,191627
route-views.sydney,4805,            2001:de8:6::4805:1,2
route-views.sydney,4826,            2001:de8:6::4826:1,204392
route-views.sydney,7575,            2001:de8:6::7575:1,200645
route-views.sydney,7594,            2001:de8:6::7594:1,193399
route-views.sydney,8888,            2001:de8:6::8888:1,205313
route-views.sydney,16509,          2001:de8:6::1:6509:1,262
route-views.sydney,17766,          2001:de8:6::1:7766:1,7
route-views.sydney,24516,          2001:de8:6::2:4516:1,196663
route-views.sydney,38195,          2001:de8:6::3:8195:1,267
route-views.sydney,58511,          2001:de8:6::5:8511:1,205139
route-views.sydney,62955,          2001:de8:6::6:2955:1,1
route-views.sydney,62955,          2001:de8:6::6:2955:2,1
route-views.sydney,132847,         2001:de8:6::13:2847:1,200589
route-views.sydney,135895,         2001:de8:6::13:5895:1,196631
route-views.sydney,148968,         2001:de8:6::14:8968:1,200509
route-views.sydney,199524,         2001:de8:6::19:9524:1,206178
route-views.sydney,398465,         2001:de8:6::39:8465:1,204400
route-views.telxatl,           19151,                 198.32.132.12,944787
route-views.telxatl,            4181,                 198.32.132.28,938346
route-views.telxatl,            6939,                 198.32.132.75,960924
route-views.telxatl,           53274,                 198.32.132.84,20
route-views.telxatl,           33132,                 198.32.132.88,355
route-views.telxatl,           16700,                198.32.132.114,18
route-views.telxatl,           13760,                198.32.132.129,941481
route-views.telxatl,           13150,                198.32.132.145,3
route-views.telxatl,            6082,                198.32.132.152,940426
route-views.telxatl,           53828,                198.32.132.155,940784
route-views.telxatl,           26744,                198.32.132.167,352
route-views.telxatl,          199524,                198.32.132.241,943573
route-views.telxatl,           19151,              2001:478:132::12,193879
route-views.telxatl,            4181,              2001:478:132::28,202824
route-views.telxatl,            6939,              2001:478:132::75,196611
route-views.telxatl,           53274,              2001:478:132::84,10
route-views.telxatl,           33132,              2001:478:132::88,42
route-views.telxatl,           16700,             2001:478:132::114,2
route-views.telxatl,           13760,             2001:478:132::129,193848
route-views.telxatl,            6082,             2001:478:132::152,188318
route-views.telxatl,           53828,             2001:478:132::155,203889
route-views.telxatl,           26744,             2001:478:132::167,7
route-views.telxatl,          199524,             2001:478:132::241,192564
route-views.uaeix,48237,                     185.1.8.3,988
route-views.uaeix,42473,                    185.1.8.11,972010
route-views.uaeix,5583,                    185.1.8.12,4
route-views.uaeix,4455,                    185.1.8.13,8
route-views.uaeix,57187,                    185.1.8.17,190
route-views.uaeix,60924,                    185.1.8.23,954883
route-views.uaeix,29357,                    185.1.8.29,288
route-views.uaeix,60051,                    185.1.8.42,48
route-views.uaeix,45102,                    185.1.8.47,16
route-views.uaeix,51375,                    185.1.8.53,445
route-views.uaeix,35313,                    185.1.8.58,14
route-views.uaeix,49544,                    185.1.8.59,955092
route-views.uaeix,21859,                    185.1.8.61,58
route-views.uaeix,21245,                    185.1.8.68,0
route-views.uaeix,35753,                    185.1.8.85,1310
route-views.uaeix,12654,                   185.1.8.106,2
route-views.uaeix,199524,                   185.1.8.114,954709
route-views.uaeix,61374,                   185.1.8.250,122408
route-views.uaeix,61374,                   185.1.8.251,122399
route-views.uaeix,4455,         2001:7f8:73::1167:0:1,3
route-views.uaeix,5583,         2001:7f8:73::15cf:0:1,1
route-views.uaeix,12654,         2001:7f8:73::316e:0:1,4
route-views.uaeix,16509,         2001:7f8:73::407d:0:1,1185
route-views.uaeix,21859,         2001:7f8:73::5563:0:1,12
route-views.uaeix,29357,         2001:7f8:73::72ad:0:1,103
route-views.uaeix,35753,         2001:7f8:73::8ba9:0:2,123
route-views.uaeix,48237,         2001:7f8:73::8beb:0:1,17
route-views.uaeix,42473,         2001:7f8:73::a5e9:0:1,207141
route-views.uaeix,49544,         2001:7f8:73::c188:0:1,202275
route-views.uaeix,60051,         2001:7f8:73::c616:0:2,15
route-views.uaeix,57187,         2001:7f8:73::df63:0:2,25
route-views.uaeix,60924,         2001:7f8:73::edfc:0:1,204773
route-views.uaeix,61374,        2001:7f8:73::efbe:fa:1,54080
route-views.uaeix,61374,        2001:7f8:73::efbe:fb:1,54086
route-views.uaeix,199524,       2001:7f8:73:0:3:b64:0:1,206516
route-views.wide,4777,                  202.249.2.20,4
route-views.wide,4862,                  202.249.2.41,78
route-views.wide,2500,                  202.249.2.83,950402
route-views.wide,7500,                  202.249.2.86,966638
route-views.wide,2497,                 202.249.2.169,944000
route-views2,7018,                     12.0.1.63,937339
route-views2,57866,                 37.139.139.17,940642
route-views2,22652,                    45.61.0.85,942160
route-views2,1299,                62.115.128.137,918645
route-views2,6939,                 64.71.137.241,960923
route-views2,20912,                  77.39.192.30,941141
route-views2,57463,                   87.121.64.4,488928
route-views2,3257,                 89.149.178.10,937873
route-views2,49788,                 91.218.184.60,941981
route-views2,34224,                 94.156.252.18,964817
route-views2,37100,                  105.16.0.247,941424
route-views2,2914,                  129.250.1.71,938315
route-views2,2152,                 137.164.16.84,939872
route-views2,20130,                  140.192.8.16,963420
route-views2,1239,               144.228.241.130,46076
route-views2,3130,                    147.28.7.1,14
route-views2,3130,                    147.28.7.2,918514
route-views2,53767,                 162.251.163.2,170942
route-views2,11537,                  163.253.3.14,23503
route-views2,3741,                168.209.255.56,942855
route-views2,5413,                 194.153.0.253,939765
route-views2,1403,                198.58.198.252,939905
route-views2,293,                 198.129.33.85,962732
route-views2,18106,                  202.73.40.45,964275
route-views2,24441,                  202.93.8.242,573
route-views2,2497,                   202.232.0.3,944274
route-views2,7660,               203.181.248.195,760191
route-views2,23673,               203.189.128.233,978948
route-views2,3561,                 206.24.210.80,936491
route-views2,3549,                208.51.134.246,936562
route-views2,3549,                208.51.134.255,938603
route-views2,3303,                 217.192.89.50,959813
route-views3,8289,                   5.157.4.250,230294
route-views3,63927,                    43.226.4.1,940107
route-views3,6939,                 64.71.137.241,960924
route-views3,23367,                 64.250.124.15,939213
route-views3,19653,                  67.219.192.5,962499
route-views3,40387,                   72.36.126.8,965433
route-views3,39120,                  89.21.210.85,965610
route-views3,39120,                  89.21.210.86,730490
route-views3,3257,                 89.149.178.10,937871
route-views3,39120,                 94.101.60.146,660198
route-views3,134640,                103.22.205.101,5
route-views3,14315,                 104.251.122.1,938979
route-views3,29479,                  109.233.62.1,946112
route-views3,45090,                 120.53.103.17,0
route-views3,46450,               158.106.197.135,940262
route-views3,55222,                162.211.99.255,941846
route-views3,11537,                  163.253.3.22,23503
route-views3,61568,                 190.15.124.18,966350
route-views3,22388,                 192.203.115.1,19740
route-views3,3216,                195.239.77.236,944899
route-views3,3216,               195.239.252.124,945285
route-views3,263237,                200.73.119.254,13
route-views3,38001,                202.150.221.33,947516
route-views3,9268,                203.62.187.102,949184
route-views3,9268,                203.62.187.103,949185
route-views3,209,                  205.171.3.54,936595
route-views3,209,                 205.171.8.123,936534
route-views3,209,               205.171.200.245,936533
route-views3,3561,                 206.24.210.80,936490
route-views3,23367,                206.198.182.15,938876
route-views3,5645,               206.248.155.130,936303
route-views3,40630,                 208.94.118.10,960953
route-views3,45352,                  210.5.41.225,957297
route-views3,396390,              2001:468:2900::2,6113
route-views3,63927,                  2401:da80::1,48109
route-views3,139317,                2406:840:10::1,196660
route-views3,38001,             2406:f400:8:35::1,197276
route-views3,141237,           2602:fed2:fc0:e4::1,1
route-views3,38173,           2602:feda:be0::ffff,201229
route-views3,38136,              2604:9cc0:1:c::2,199652
route-views3,23367,           2605:1080:1:f00::15,200253
route-views3,23367,           2605:1080:2:f00::15,200384
route-views3,19653,                  2605:8200::5,201136
route-views3,14315,              2605:8340:0:8::1,192014
route-views3,46450,         2606:3580:fc00:102::1,198706
route-views3,5645,                2607:f2c0:1::7,192412
route-views3,40630,                2607:ff18:1::a,196641
route-views3,22388,          2620:f5:8000:a001::1,6389
route-views3,202365,              2a00:1ca8:2a::e0,200949
route-views3,39120,              2a01:9a80:0:3::2,207681
route-views3,29479,            2a02:20c8:1f:4f::2,2
route-views4,56665,                 31.204.91.150,947300
route-views4,63956,                  45.112.244.1,948692
route-views4,1299,                62.115.129.134,918654
route-views4,39120,                  89.21.210.87,0
route-views4,39120,                 94.101.60.147,92
route-views4,58682,                  103.15.40.17,80396
route-views4,63956,                  103.52.116.4,948600
route-views4,133950,                103.96.117.253,966893
route-views4,58511,                  103.247.3.36,947631
route-views4,58511,                 103.247.3.143,947633
route-views4,36236,                 104.225.4.202,975666
route-views4,34288,                109.233.180.32,958517
route-views4,45437,                114.141.109.44,911119
route-views4,38726,                 119.18.185.44,950650
route-views4,2914,                 129.250.1.248,938317
route-views4,1351,               132.198.255.254,972953
route-views4,2518,                 133.205.1.142,945203
route-views4,19782,                149.165.255.64,29326
route-views4,19782,                149.165.255.65,29326
route-views4,32653,                154.72.103.192,205050
route-views4,61138,                 185.121.168.1,945596
route-views4,14041,                192.43.217.142,937597
route-views4,30950,                 193.28.236.32,938152
route-views4,19754,                 198.98.84.183,939397
route-views4,24482,                203.175.175.15,976854
route-views4,57050,                 212.81.56.227,940716
route-views4,57050,                 212.81.56.228,940716
route-views4,2518,          2001:260:300:1::1:30,204892
route-views4,7575,                2001:388:1::16,6194
route-views4,2914,         2001:418:0:1000::f003,187557
route-views4,30950,              2001:67c:324::32,192143
route-views4,1299,            2001:2034:0:139::1,190812
route-views4,34288,            2001:4b27:ffff::32,205945
route-views4,63956,                  2402:1b80::1,196962
route-views4,63956,             2402:1b80:1000::1,196963
route-views4,38883,             2402:7400:0:c::18,204323
route-views4,58682,               2404:c900:1::17,16237
route-views4,24482,             2405:4200:100::15,204123
route-views4,45437,             2406:a800:ffff::1,194808
route-views4,36236,        2607:fc50:2000:99::1eb,208228
route-views4,1351,         2620:104:e000:1000::2,199883
route-views4,56665, 2a00:4180:1:100:31:204:89:250,201533
route-views4,61138,             2a06:1280:ae02::1,199940
route-views4,204028,             2a06:9500:7:11::1,200739
route-views4,57050,             2a10:fa80:10::246,192377
route-views4,57050,             2a10:fa80:10::247,192377
route-views5,56987,                    5.180.58.0,944516
route-views5,22296,                    23.155.8.1,961687
route-views5,208594,                   45.94.151.1,951840
route-views5,199518,                 65.19.141.130,963756
route-views5,955,                 66.118.229.23,960916
route-views5,41666,                   91.216.79.0,964936
route-views5,60707,                 95.70.179.165,255020
route-views5,132884,                103.26.244.151,949434
route-views5,58511,                  103.247.3.36,947631
route-views5,58511,                 103.247.3.142,947588
route-views5,37721,                 165.16.221.67,845426
route-views5,33185,                170.39.196.254,940231
route-views5,955,                184.104.220.67,961972
route-views5,207934,                185.156.96.227,942208
route-views5,49544,                  185.197.24.1,937329
route-views5,49544,                  185.197.26.1,938326
route-views5,49544,                 188.122.95.61,941828
route-views5,13058,                 192.108.73.66,961965
route-views5,60539,               193.148.248.178,939691
route-views5,137409,                202.165.70.255,952357
route-views5,1221,                 203.62.252.92,939857
route-views5,19529,                   207.2.124.0,961543
route-views5,19529,                   207.2.125.0,565975
route-views5,11537,              2001:468:0:2::14,7939
route-views5,955,             2001:470:1:784::2,204194
route-views5,199518,             2001:470:1:b96::2,200635
route-views5,41666,                2001:67c:8e4::,201183
route-views5,1221,         2001:8000:100::30:22e,199845
route-views5,58511,                 2400:8280::24,205151
route-views5,58511,                 2400:8280::8e,205142
route-views5,137409,              2401:3cc0::4:285,207076
route-views5,141776,            2406:840:e08f:1::1,196082
route-views5,132884,            2407:d700:0:1::151,207190
route-views5,22296,                   2602:2e5::1,200101
route-views5,19529,                2602:fd10:10::,199417
route-views5,19529,                2602:fd10:20::,194941
route-views5,33185,              2602:fd23:3::131,199801
route-views5,955,           2606:82c0:1:e008::1,196216
route-views5,49544,                 2a00:1630::61,192924
route-views5,49544,                  2a00:1d26::1,189546
route-views5,49544,             2a00:1d26:4001::1,188878
route-views5,60707,             2a02:ff0:2a0:9::2,61363
route-views5,207934,                 2a03:300:2::3,192627
route-views5,56987,                  2a0c:3d00::2,201221
route-views5,13058,            2a0c:7286:2736::66,199829
route-views5,142289,              2a0e:46c4:106::1,202586
route-views5,60539,               2a13:aac7:100::,200112
route-views6,7660,         2001:200:e000::1000:3,198201
route-views6,2497,       2001:240:100:ff::2497:2,194588
route-views6,2914,         2001:418:0:1000::f000,187543
route-views6,3130,               2001:418:1:7::1,199530
route-views6,3130,               2001:418:1:7::2,199552
route-views6,209,        2001:428::205:171:8:75,188962
route-views6,209,       2001:428::205:171:8:123,188962
route-views6,209,     2001:428::205:171:200:139,188962
route-views6,6939,              2001:470:0:1a::1,196607
route-views6,3257,               2001:668:0:4::2,191502
route-views6,18106,                  2001:d98::19,205474
route-views6,7018,          2001:1890:111d:1::63,191416
route-views6,20912,                 2001:40d0::1e,200365
route-views6,58511,                 2400:8280::24,205125
route-views6,23673,                2402:c100::104,208865
route-views6,24441,                2404:cc00:1::1,60
route-views6,140731,              2406:840:eb83::1,204716
route-views6,140731,              2406:840:eb89::1,200872
route-views6,209306,            2406:840:feed:2::1,208385
route-views6,1239, 2600:0:1:1239:144:228:241:130,8027
route-views6,701,                  2600:803::15,191429
route-views6,53767,                  2605:9d00::2,1197
route-views6,1403,            2606:6d00:eb0::252,187678
route-views6,22652,                2607:fad8::1:9,191714
route-views6,20130,             2620:0:2250::ff0b,199959
route-views6,57463,               2a00:1728::1f:4,198046
route-views6,57866,            2a00:a7c0:e20a::17,193373
route-views6,49788,               2a02:d140:1::60,200989
route-views6,216056,             2a13:a5c7:1602::1,19
route-views6,37100,              2c0f:feb0:0:1::8,195082
route-views7,52210,                 23.130.139.83,941434
route-views7,51999,                 23.154.81.152,160825
route-views7,57344,                 178.132.82.71,954098
route-views7,57344,                 178.132.82.72,954050
route-views7,924,                185.121.168.42,709604
route-views7,52210,             2602:fcd3:1:1::13,199370
route-views7,51999,           2602:fed2:fb0:4d::1,196593
route-views7,924,            2a06:1280:ce07::42,200360
route-views7,216343,         2a0f:6580:109:1337::1,200770
